t,x_planet,y_planet,x_sputnik,y_sputnik,vx_planet,vy_planet,vx_sputnik,vy_sputnik,energy
1.008082643950609e+07,7.689057454787886e+11,1.304287215512644e+11,-1.050982366686611e+11,5.055909075682620e+10,-2.198064448132659e+03,1.281482874285666e+04,-9.090489541839599e+04,-2.552964081309668e+04,-1.642369237917205e+35
1.011830163073102e+07,7.688232207581100e+11,1.309089339207381e+11,-1.084987826931744e+11,4.959946198689955e+10,-2.206167543890066e+03,1.281345161848845e+04,-9.057957917533482e+04,-2.568222665986674e+04,-1.642369237917071e+35
1.015577682195595e+07,7.687403923881591e+11,1.313890945872960e+11,-1.118873555536324e+11,4.863435676890868e+10,-2.214269796406503e+03,1.281206942862165e+04,-9.026585199358698e+04,-2.582210204993941e+04,-1.642369237916960e+35
1.019325201318088e+07,7.686572604005944e+11,1.318692033611168e+11,-1.152643835146333e+11,4.766423061908286e+10,-2.222371202588219e+03,1.281068217374785e+04,-8.996338676807516e+04,-2.595036127505545e+04,-1.642369237916869e+35
1.023072720440581e+07,7.685738248271904e+11,1.323492600523975e+11,-1.186302820947295e+11,4.668949983825238e+10,-2.230471759341716e+03,1.280928985436043e+04,-8.967183191938365e+04,-2.606800408147318e+04,-1.642369237916796e+35
1.026820239563074e+07,7.684900856998376e+11,1.328292644713538e+11,-1.219854533127891e+11,4.571054492392066e+10,-2.238571463573754e+03,1.280789247095455e+04,-8.939081983325440e+04,-2.617594265615592e+04,-1.642369237916737e+35
1.030567758685566e+07,7.684060430505424e+11,1.333092164282201e+11,-1.253302852198839e+11,4.472771372235640e+10,-2.246670312191348e+03,1.280649002402721e+04,-8.911997370317587e+04,-2.627500849026503e+04,-1.642369237916692e+35
1.034315277808059e+07,7.683216969114269e+11,1.337891157332491e+11,-1.286651516616105e+11,4.374132432779608e+10,-2.254768302101771e+03,1.280508251407715e+04,-8.885891302454461e+04,-2.636595899518349e+04,-1.642369237916657e+35
1.038062796930552e+07,7.682370473147294e+11,1.342689621967125e+11,-1.319904122244898e+11,4.275166773967637e+10,-2.262865430212554e+03,1.280366994160497e+04,-8.860725795841795e+04,-2.644948378948318e+04,-1.642369237916631e+35
1.041810316053045e+07,7.681520942928038e+11,1.347487556289007e+11,-1.353064123277123e+11,4.175901029123391e+10,-2.270961693431490e+03,1.280225230711301e+04,-8.836463275380965e+04,-2.652621060781872e+04,-1.642369237916613e+35
1.045557835175538e+07,7.680668378781202e+11,1.352284958401231e+11,-1.386134834280641e+11,4.076359586417143e+10,-2.279057088666631e+03,1.280082961110544e+04,-8.813066839065992e+04,-2.659671080685726e+04,-1.642369237916600e+35
1.049305354298031e+07,7.679812781032644e+11,1.357081826407078e+11,-1.419119433114854e+11,3.976564790467559e+10,-2.287151612826288e+03,1.279940185408823e+04,-8.790500458145102e+04,-2.666150446086148e+04,-1.642369237916591e+35
1.053052873420524e+07,7.678954150009380e+11,1.361878158410020e+11,-1.452020964494739e+11,3.876537125610264e+10,-2.295245262819039e+03,1.279796903656911e+04,-8.768729124806524e+04,-2.672106505193144e+04,-1.642369237916586e+35
1.056800392543017e+07,7.678092486039584e+11,1.366673952513721e+11,-1.484842344025567e+11,3.776295382329091e+10,-2.303338035553722e+03,1.279653115905766e+04,-8.747718957183044e+04,-2.677582376838722e+04,-1.642369237916585e+35
1.060547911665510e+07,7.677227789452590e+11,1.371469206822033e+11,-1.517586362564157e+11,3.675856808284249e+10,-2.311429927939440e+03,1.279508822206521e+04,-8.727437269860208e+04,-2.682617343030139e+04,-1.642369237916585e+35
1.064295430788003e+07,7.676360060578890e+11,1.376263919439003e+11,-1.550255690790554e+11,3.575237245293568e+10,-2.319520936885563e+03,1.279364022610491e+04,-8.707852616695994e+04,-2.687247206452347e+04,-1.642369237916588e+35
1.068042949910495e+07,7.675489299750133e+11,1.381058088468869e+11,-1.582852883897249e+11,3.474451253535590e+10,-2.327611059301723e+03,1.279218717169169e+04,-8.688934811590232e+04,-2.691504615326560e+04,-1.642369237916593e+35
1.071790469032988e+07,7.674615507299127e+11,1.385851712016064e+11,-1.615380386322328e+11,3.373512224151720e+10,-2.335700292097824e+03,1.279072905934230e+04,-8.670654931854623e+04,-2.695419358089118e+04,-1.642369237916597e+35
1.075537988155481e+07,7.673738683559838e+11,1.390644788185213e+11,-1.647840536468724e+11,3.272432481332516e+10,-2.343788632184034e+03,1.278926588957526e+04,-8.652985308004818e+04,-2.699018630331093e+04,-1.642369237916603e+35
1.079285507277974e+07,7.672858828867389e+11,1.395437315081136e+11,-1.680235571364744e+11,3.171223374883088e+10,-2.351876076470793e+03,1.278779766291091e+04,-8.635899503102271e+04,-2.702327276360311e+04,-1.642369237916611e+35
1.083033026400467e+07,7.671975943558063e+11,1.400229290808850e+11,-1.712567631231675e+11,3.069895364176140e+10,-2.359962621868809e+03,1.278632437987137e+04,-8.619372284195547e+04,-2.705368007632947e+04,-1.642369237916617e+35
1.086780545522960e+07,7.671090027969297e+11,1.405020713473566e+11,-1.744838763932851e+11,2.968458094319465e+10,-2.368048265289061e+03,1.278484604098056e+04,-8.603379587930722e+04,-2.708161600165979e+04,-1.642369237916625e+35
1.090528064645453e+07,7.670201082439689e+11,1.409811581180693e+11,-1.777050929285579e+11,2.866920465288308e+10,-2.376133003642802e+03,1.278336264676418e+04,-8.587898482003056e+04,-2.710727072894715e+04,-1.642369237916632e+35
1.094275583767946e+07,7.669309107308993e+11,1.414601892035836e+11,-1.809206003222968e+11,2.765290694702237e+10,-2.384216833841553e+03,1.278187419774976e+04,-8.572907123793928e+04,-2.713081848788913e+04,-1.642369237916639e+35
1.098023102890439e+07,7.668414102918120e+11,1.419391644144801e+11,-1.841305781797180e+11,2.663576374861015e+10,-2.392299752797114e+03,1.278038069446660e+04,-8.558384717266806e+04,-2.715241900391717e+04,-1.642369237916646e+35
1.101770622012931e+07,7.667516069609139e+11,1.424180835613588e+11,-1.873351985019245e+11,2.561784524594285e+10,-2.400381757421555e+03,1.277888213744581e+04,-8.544311468974061e+04,-2.717221881301202e+04,-1.642369237916653e+35
1.105518141135424e+07,7.666615007725277e+11,1.428969464548400e+11,-1.905346260533425e+11,2.459921636425583e+10,-2.408462844627225e+03,1.277737852722026e+04,-8.530668543844661e+04,-2.719035244977115e+04,-1.642369237916659e+35
1.109265660257917e+07,7.665710917610916e+11,1.433757529055640e+11,-1.937290187126302e+11,2.357993719501758e+10,-2.416543011326748e+03,1.277586986432467e+04,-8.517438021274237e+04,-2.720694352126554e+04,-1.642369237916666e+35
1.113013179380410e+07,7.664803799611595e+11,1.438545027241909e+11,-1.969185278072535e+11,2.256006338694226e+10,-2.424622254433024e+03,1.277435614929551e+04,-8.504602851918097e+04,-2.722210567802727e+04,-1.642369237916672e+35
1.116760698502903e+07,7.663893654074012e+11,1.443331957214012e+11,-2.001032984320489e+11,2.153964650238016e+10,-2.432700570859234e+03,1.277283738267107e+04,-8.492146815489529e+04,-2.723594349240610e+04,-1.642369237916678e+35
1.120508217625396e+07,7.662980481346021e+11,1.448118317078955e+11,-2.032834697521963e+11,2.051873434238179e+10,-2.440777957518837e+03,1.277131356499141e+04,-8.480054479786316e+04,-2.724855325352304e+04,-1.642369237916683e+35
1.124255736747889e+07,7.662064281776630e+11,1.452904104943947e+11,-2.064591752910922e+11,1.949737124340265e+10,-2.448854411325571e+03,1.276978469679843e+04,-8.468311161104386e+04,-2.726002368712804e+04,-1.642369237916688e+35
1.128003255870382e+07,7.661145055716007e+11,1.457689318916401e+11,-2.096305432036656e+11,1.847559834832035e+10,-2.456929929193457e+03,1.276825077863576e+04,-8.456902886146228e+04,-2.727043660783229e+04,-1.642369237916694e+35
1.131750774992875e+07,7.660222803515475e+11,1.462473957103932e+11,-2.127976965357096e+11,1.745345385417049e+10,-2.465004508036796e+03,1.276671181104889e+04,-8.445816355490763e+04,-2.727986751042932e+04,-1.642369237916698e+35
1.135498294115368e+07,7.659297525527513e+11,1.467258017614361e+11,-2.159607534698225e+11,1.643097323876882e+10,-2.473078144770175e+03,1.276516779458506e+04,-8.435038908659022e+04,-2.728838610633544e+04,-1.642369237916703e+35
1.139245813237860e+07,7.658369222105757e+11,1.472041498555716e+11,-2.191198275585567e+11,1.540818946817299e+10,-2.481150836308463e+03,1.276361872979332e+04,-8.424558490784513e+04,-2.729605681056474e+04,-1.642369237916707e+35
1.142993332360353e+07,7.657437893604999e+11,1.476824398036229e+11,-2.222750279453776e+11,1.438513318674509e+10,-2.489222579566812e+03,1.276206461722451e+04,-8.414363620877420e+04,-2.730293918410050e+04,-1.642369237916711e+35
1.146740851482846e+07,7.656503540381185e+11,1.481606714164338e+11,-2.254264595740238e+11,1.336183289140302e+10,-2.497293371460664e+03,1.276050545743127e+04,-8.404443361656622e+04,-2.730908833602744e+04,-1.642369237916715e+35
1.150488370605339e+07,7.655566162791421e+11,1.486388445048692e+11,-2.285742233868495e+11,1.233831509149410e+10,-2.505363208905745e+03,1.275894125096803e+04,-8.394787290912079e+04,-2.731455528934342e+04,-1.642369237916719e+35
1.154235889727832e+07,7.654625761193965e+11,1.491169588798145e+11,-2.317184165127153e+11,1.131460445558480e+10,-2.513432088818068e+03,1.275737199839102e+04,-8.385385474351776e+04,-2.731938731396903e+04,-1.642369237916722e+35
1.157983408850325e+07,7.653682335948232e+11,1.495950143521760e+11,-2.348591324449732e+11,1.029072394633572e+10,-2.521500008113936e+03,1.275579770025824e+04,-8.376228439881412e+04,-2.732362823011542e+04,-1.642369237916725e+35
1.161730927972818e+07,7.652735887414794e+11,1.500730107328812e+11,-2.379964612100722e+11,9.266694944518297e+09,-2.529566963709942e+03,1.275421835712953e+04,-8.367307153261002e+04,-2.732731868484961e+04,-1.642369237916728e+35
1.165478447095311e+07,7.651786415955375e+11,1.505509478328782e+11,-2.411304895272911e+11,8.242537363129243e+09,-2.537632952522967e+03,1.275263396956647e+04,-8.358612995080082e+04,-2.733049640440898e+04,-1.642369237916731e+35
1.169225966217804e+07,7.650833921932858e+11,1.510288254631366e+11,-2.442613009600791e+11,7.218269752467588e+09,-2.545697971470187e+03,1.275104453813248e+04,-8.350137738991980e+04,-2.733319642455961e+04,-1.642369237916733e+35
1.172973485340296e+07,7.649878405711278e+11,1.515066434346468e+11,-2.473889760594679e+11,6.193909396957859e+09,-2.553762017469066e+03,1.274945006339273e+04,-8.341873531147257e+04,-2.733545130106238e+04,-1.642369237916736e+35
1.176721004462789e+07,7.648919867655829e+11,1.519844015584207e+11,-2.505135924999903e+11,5.169472404429421e+09,-2.561825087437365e+03,1.274785054591422e+04,-8.333812870766962e+04,-2.733729130210464e+04,-1.642369237916739e+35
1.180468523585282e+07,7.647958308132856e+11,1.524620996454913e+11,-2.536352252085240e+11,4.144973788495949e+09,-2.569887178293138e+03,1.274624598626573e+04,-8.325948591797297e+04,-2.733874458437031e+04,-1.642369237916740e+35
1.184216042707775e+07,7.646993727509862e+11,1.529397375069130e+11,-2.567539464864537e+11,3.120427544619422e+09,-2.577948286954732e+03,1.274463638501782e+04,-8.318273845588781e+04,-2.733983735425572e+04,-1.642369237916743e+35
1.187963561830268e+07,7.646026126155503e+11,1.534173149537616e+11,-2.598698261255258e+11,2.095846720389438e+09,-2.586008410340793e+03,1.274302174274287e+04,-8.310782084544745e+04,-2.734059401559027e+04,-1.642369237916745e+35
1.191711080952761e+07,7.645055504439590e+11,1.538948317971345e+11,-2.629829315177484e+11,1.071243480500184e+09,-2.594067545370263e+03,1.274140206001502e+04,-8.303467046685997e+04,-2.734103730508784e+04,-1.642369237916747e+35
1.195458600075254e+07,7.644081862733088e+11,1.543722878481504e+11,-2.660933277596709e+11,4.662916686379540e+07,-2.602125688962381e+03,1.273977733741023e+04,-8.296322741080624e+04,-2.734118841663550e+04,-1.642369237916748e+35
1.199206119197747e+07,7.643105201408119e+11,1.548496829179499e+11,-2.692010777513570e+11,-9.779856457406416e+08,-2.610182838036685e+03,1.273814757550625e+04,-8.289343434090134e+04,-2.734106711541937e+04,-1.642369237916750e+35
1.202953638320240e+07,7.642125520837957e+11,1.553270168176950e+11,-2.723062422903505e+11,-2.002591098118789e+09,-2.618238989513013e+03,1.273651277488260e+04,-8.282523636385388e+04,-2.734069184279104e+04,-1.642369237916752e+35
1.206701157442733e+07,7.641142821397030e+11,1.558042893585698e+11,-2.754088801609108e+11,-3.027177998882033e+09,-2.626294140311505e+03,1.273487293612062e+04,-8.275858090688105e+04,-2.734007981269173e+04,-1.642369237916753e+35
1.210448676565225e+07,7.640157103460922e+11,1.562815003517798e+11,-2.785090482187859e+11,-4.051737780135455e+09,-2.634348287352600e+03,1.273322805980342e+04,-8.269341760195910e+04,-2.733924710037409e+04,-1.642369237916754e+35
1.214196195687718e+07,7.639168367406370e+11,1.567586496085529e+11,-2.816068014717673e+11,-5.076262456356898e+09,-2.642401427557043e+03,1.273157814651592e+04,-8.262969817651184e+04,-2.733820872409130e+04,-1.642369237916756e+35
1.217943714810211e+07,7.638176613611263e+11,1.572357369401383e+11,-2.847021931562651e+11,-6.100744586215150e+09,-2.650453557845878e+03,1.272992319684482e+04,-8.256737635016079e+04,-2.733697872036074e+04,-1.642369237916757e+35
1.221691233932704e+07,7.637181842454648e+11,1.577127621578079e+11,-2.877952748101208e+11,-7.125177237096929e+09,-2.658504675140457e+03,1.272826321137861e+04,-8.250640773718187e+04,-2.733557021335306e+04,-1.642369237916759e+35
1.225438753055197e+07,7.636184054316724e+11,1.581897250728552e+11,-2.908860963418661e+11,-8.149553952132039e+09,-2.666554776362436e+03,1.272659819070759e+04,-8.244674975433340e+04,-2.733399547890608e+04,-1.642369237916759e+35
1.229186272177690e+07,7.635183249578840e+11,1.586666254965961e+11,-2.939747060966241e+11,-9.173868719523899e+09,-2.674603858433778e+03,1.272492813542384e+04,-8.238836153373962e+04,-2.733226600361774e+04,-1.642369237916760e+35
1.232933791300183e+07,7.634179428623503e+11,1.591434632403686e+11,-2.970611509188351e+11,-1.019811594400888e+10,-2.682651918276752e+03,1.272325304612121e+04,-8.233120384053228e+04,-2.733039253943044e+04,-1.642369237916762e+35
1.236681310422676e+07,7.633172591834371e+11,1.596202381155330e+11,-3.001454762119810e+11,-1.122229042028263e+10,-2.690698952813936e+03,1.272157292339539e+04,-8.227523899497035e+04,-2.732838515408192e+04,-1.642369237916763e+35
1.240428829545169e+07,7.632162739596257e+11,1.600969499334721e+11,-3.032277259954709e+11,-1.224638730824502e+10,-2.698744958968216e+03,1.271988776784382e+04,-8.222043079877470e+04,-2.732625327776417e+04,-1.642369237916764e+35
1.244176348667661e+07,7.631149872295126e+11,1.605735985055910e+11,-3.063079429588416e+11,-1.327040210992740e+10,-2.706789933662790e+03,1.271819758006574e+04,-8.216674446543015e+04,-2.732400574630128e+04,-1.642369237916765e+35
1.247923867790154e+07,7.630133990318094e+11,1.610501836433172e+11,-3.093861685134156e+11,-1.429433064797731e+10,-2.714833873821166e+03,1.271650236066220e+04,-8.211414655422242e+04,-2.732165084112950e+04,-1.642369237916766e+35
1.251671386912647e+07,7.629115094053434e+11,1.615267051581010e+11,-3.124624428415554e+11,-1.531816904558552e+10,-2.722876776367161e+03,1.271480211023603e+04,-8.206260490779151e+04,-2.731919632633800e+04,-1.642369237916767e+35
1.255418906035140e+07,7.628093183890569e+11,1.620031628614150e+11,-3.155368049436384e+11,-1.634191370774982e+10,-2.730918638224910e+03,1.271309682939183e+04,-8.201208859299631e+04,-2.731664948300611e+04,-1.642369237916768e+35
1.259166425157633e+07,7.627068260220074e+11,1.624795565647549e+11,-3.186092926828767e+11,-1.736556130377842e+10,-2.738959456318858e+03,1.271138651873602e+04,-8.196256784489776e+04,-2.731401714105225e+04,-1.642369237916769e+35
1.262913944280126e+07,7.626040323433679e+11,1.629558860796388e+11,-3.216799428280913e+11,-1.838910875094325e+10,-2.746999227573765e+03,1.270967117887680e+04,-8.191401401367967e+04,-2.731130570879145e+04,-1.642369237916769e+35
1.266661463402619e+07,7.625009373924265e+11,1.634321512176078e+11,-3.247487910945511e+11,-1.941255319920092e+10,-2.755037948914709e+03,1.270795081042416e+04,-8.186639951433745e+04,-2.730852120038122e+04,-1.642369237916770e+35
1.270408982525112e+07,7.623975412085865e+11,1.639083517902259e+11,-3.278158721829747e+11,-2.043589201690521e+10,-2.763075617267081e+03,1.270622541398989e+04,-8.181969777897520e+04,-2.730566926132039e+04,-1.642369237916771e+35
1.274156501647605e+07,7.622938438313666e+11,1.643844876090800e+11,-3.308812198167919e+11,-2.145912277744106e+10,-2.771112229556592e+03,1.270449499018755e+04,-8.177388321156161e+04,-2.730275519215169e+04,-1.642369237916770e+35
1.277904020770098e+07,7.621898453004003e+11,1.648605584857800e+11,-3.339448667777529e+11,-2.248224324671525e+10,-2.779147782709269e+03,1.270275953963250e+04,-8.172893114500401e+04,-2.729978397050593e+04,-1.642369237916772e+35
1.281651539892590e+07,7.620855456554366e+11,1.653365642319589e+11,-3.370068449399705e+11,-2.350525137144422e+10,-2.787182273651463e+03,1.270101906294191e+04,-8.168481780040884e+04,-2.729676027161454e+04,-1.642369237916772e+35
1.285399059015083e+07,7.619809449363398e+11,1.658125046592730e+11,-3.400671853024747e+11,-2.452814526818365e+10,-2.795215699309839e+03,1.269927356073470e+04,-8.164152024840447e+04,-2.729368848740630e+04,-1.642369237916773e+35
1.289146578137576e+07,7.618760431830891e+11,1.662883795794017e+11,-3.431259180203545e+11,-2.555092321304886e+10,-2.803248056611388e+03,1.269752303363162e+04,-8.159901637241020e+04,-2.729057274429506e+04,-1.642369237916773e+35
1.292894097260069e+07,7.617708404357789e+11,1.667641888040478e+11,-3.461830724345577e+11,-2.657358363207885e+10,-2.811279342483420e+03,1.269576748225518e+04,-8.155728483374210e+04,-2.728741691975601e+04,-1.642369237916774e+35
1.296641616382562e+07,7.616653367346189e+11,1.672399321449372e+11,-3.492386771004167e+11,-2.759612509220020e+10,-2.819309553853570e+03,1.269400690722969e+04,-8.151630503845312e+04,-2.728422465778067e+04,-1.642369237916774e+35
1.300389135505055e+07,7.615595321199338e+11,1.677156094138195e+11,-3.522927598149613e+11,-2.861854629275050e+10,-2.827338687649797e+03,1.269224130918127e+04,-8.147605710581102e+04,-2.728099938329304e+04,-1.642369237916774e+35
1.304136654627548e+07,7.614534266321635e+11,1.681912204224678e+11,-3.553453476430810e+11,-2.964084605752373e+10,-2.835366740800382e+03,1.269047068873779e+04,-8.143652183832356e+04,-2.727774431560312e+04,-1.642369237916774e+35
1.307884173750041e+07,7.613470203118628e+11,1.686667649826786e+11,-3.583964669425903e+11,-3.066302332730287e+10,-2.843393710233936e+03,1.268869504652894e+04,-8.139768069322572e+04,-2.727446248096773e+04,-1.642369237916775e+35
1.311631692872534e+07,7.612403131997018e+11,1.691422429062722e+11,-3.614461433882522e+11,-3.168507715284753e+10,-2.851419592879393e+03,1.268691438318619e+04,-8.135951575534900e+04,-2.727115672432320e+04,-1.642369237916775e+35
1.315379211995026e+07,7.611333053364657e+11,1.696176540050923e+11,-3.644944019948101e+11,-3.270700668830669e+10,-2.859444385666017e+03,1.268512869934279e+04,-8.132200971129749e+04,-2.726782972024925e+04,-1.642369237916776e+35
1.319126731117519e+07,7.610259967630547e+11,1.700929980910068e+11,-3.675412671390742e+11,-3.372881118502875e+10,-2.867468085523401e+03,1.268333799563380e+04,-8.128514582485989e+04,-2.726448398321901e+04,-1.642369237916776e+35
1.322874250240012e+07,7.609183875204839e+11,1.705682749759071e+11,-3.705867625811100e+11,-3.475048998574313e+10,-2.875490689381464e+03,1.268154227269605e+04,-8.124890791359090e+04,-2.726112187718559e+04,-1.642369237916777e+35
1.326621769362505e+07,7.608104776498838e+11,1.710434844717086e+11,-3.736309114845686e+11,-3.577204251908945e+10,-2.883512194170460e+03,1.267974153116816e+04,-8.121328032649933e+04,-2.725774562455207e+04,-1.642369237916776e+35
1.330369288484998e+07,7.607022671924996e+11,1.715186263903506e+11,-3.766737364362020e+11,-3.679346829447196e+10,-2.891532596820971e+03,1.267793577169055e+04,-8.117824792278398e+04,-2.725435731456784e+04,-1.642369237916776e+35
1.334116807607491e+07,7.605937561896918e+11,1.719937005437967e+11,-3.797152594645992e+11,-3.781476689721853e+10,-2.899551894263913e+03,1.267612499490542e+04,-8.114379605156167e+04,-2.725095891119126e+04,-1.642369237916776e+35
1.337864326729984e+07,7.604849446829357e+11,1.724687067440342e+11,-3.827555020581816e+11,-3.883593798402482e+10,-2.907570083430535e+03,1.267430920145676e+04,-8.110991053253521e+04,-2.724755226045546e+04,-1.642369237916777e+35
1.341611845852477e+07,7.603758327138215e+11,1.729436448030749e+11,-3.857944851824893e+11,-3.985698127866579e+10,-2.915587161252421e+03,1.267248839199036e+04,-8.107657763755193e+04,-2.724413909737135e+04,-1.642369237916778e+35
1.345359364974970e+07,7.602664203240548e+11,1.734185145329546e+11,-3.888322292967932e+11,-4.087789656795770e+10,-2.923603124661487e+03,1.267066256715377e+04,-8.104378407300657e+04,-2.724072105239939e+04,-1.642369237916777e+35
1.349106884097463e+07,7.601567075554558e+11,1.738933157457336e+11,-3.918687543700629e+11,-4.189868369795493e+10,-2.931617970589989e+03,1.266883172759635e+04,-8.101151696304447e+04,-2.723729965751936e+04,-1.642369237916778e+35
1.352854403219955e+07,7.600466944499598e+11,1.743680482534965e+11,-3.949040798963191e+11,-4.291934257036731e+10,-2.939631695970516e+03,1.266699587396925e+04,-8.097976383352421e+04,-2.723387635192520e+04,-1.642369237916777e+35
1.356601922342448e+07,7.599363810496171e+11,1.748427118683521e+11,-3.979382249093982e+11,-4.393987313918414e+10,-2.947644297736000e+03,1.266515500692539e+04,-8.094851259670033e+04,-2.723045248736999e+04,-1.642369237916778e+35
1.360349441464941e+07,7.598257673965927e+11,1.753173064024342e+11,-4.009712079971568e+11,-4.496027540749235e+10,-2.955655772819706e+03,1.266330912711950e+04,-8.091775153658987e+04,-2.722702933318434e+04,-1.642369237916778e+35
1.364096960587434e+07,7.597148535331666e+11,1.757918316679007e+11,-4.040030473151394e+11,-4.598054942447691e+10,-2.963666118155244e+03,1.266145823520809e+04,-8.088746929498785e+04,-2.722360808098988e+04,-1.642369237916779e+35
1.367844479709927e+07,7.596036395017340e+11,1.762662874769343e+11,-4.070337605997338e+11,-4.700069528259254e+10,-2.971675330676561e+03,1.265960233184944e+04,-8.085765485809905e+04,-2.722018984912774e+04,-1.642369237916778e+35
1.371591998832420e+07,7.594921253448047e+11,1.767406736417425e+11,-4.100633651808368e+11,-4.802071311489631e+10,-2.979683407317947e+03,1.265774141770363e+04,-8.082829754375530e+04,-2.721677568682080e+04,-1.642369237916777e+35
1.375339517954913e+07,7.593803111050034e+11,1.772149899745575e+11,-4.130918779940507e+11,-4.904060309253147e+10,-2.987690345014035e+03,1.265587549343254e+04,-8.079938698918901e+04,-2.721336657808687e+04,-1.642369237916779e+35
1.379087037077406e+07,7.592681968250698e+11,1.776892362876363e+11,-4.161193155924328e+11,-5.006036542235356e+10,-2.995696140699801e+03,1.265400455969981e+04,-8.077091313933559e+04,-2.720996344541906e+04,-1.642369237916778e+35
1.382834556199899e+07,7.591557825478584e+11,1.781634123932607e+11,-4.191456941578148e+11,-5.108000034469029e+10,-3.003700791310565e+03,1.265212861717090e+04,-8.074286623563858e+04,-2.720656715324806e+04,-1.642369237916779e+35
1.386582075322391e+07,7.590430683163384e+11,1.786375181037379e+11,-4.221710295117123e+11,-5.209950813122730e+10,-3.011704293781993e+03,1.265024766651303e+04,-8.071523680533281e+04,-2.720317851120052e+04,-1.642369237916780e+35
1.390329594444884e+07,7.589300541735940e+11,1.791115532313995e+11,-4.251953371258418e+11,-5.311888908301244e+10,-3.019706645050097e+03,1.264836170839522e+04,-8.068801565118274e+04,-2.719979827716628e+04,-1.642369237916779e+35
1.394077113567377e+07,7.588167401628242e+11,1.795855175886028e+11,-4.282186321322598e+11,-5.413814352857156e+10,-3.027707842051237e+03,1.264647074348826e+04,-8.066119384165341e+04,-2.719642716018659e+04,-1.642369237916779e+35
1.397824632689870e+07,7.587031263273429e+11,1.800594109877298e+11,-4.312409293331428e+11,-5.515727182212939e+10,-3.035707881722119e+03,1.264457477246475e+04,-8.063476270149366e+04,-2.719306582317462e+04,-1.642369237916779e+35
1.401572151812363e+07,7.585892127105785e+11,1.805332332411882e+11,-4.342622432102216e+11,-5.617627434192941e+10,-3.043706760999800e+03,1.264267379599906e+04,-8.060871380271162e+04,-2.718971488547861e+04,-1.642369237916779e+35
1.405319670934856e+07,7.584749993560743e+11,1.810069841614106e+11,-4.372825879338833e+11,-5.719515148864689e+10,-3.051704476821687e+03,1.264076781476736e+04,-8.058303895592398e+04,-2.718637492529761e+04,-1.642369237916779e+35
1.409067190057349e+07,7.583604863074885e+11,1.814806635608552e+11,-4.403019773719576e+11,-5.821390368388998e+10,-3.059701026125538e+03,1.263885682944758e+04,-8.055773020206134e+04,-2.718304648195868e+04,-1.642369237916780e+35
1.412814709179842e+07,7.582456736085940e+11,1.819542712520055e+11,-4.433204250981971e+11,-5.923253136878358e+10,-3.067696405849460e+03,1.263694084071947e+04,-8.053277980441280e+04,-2.717973005806434e+04,-1.642369237916780e+35
1.416562228302335e+07,7.581305613032783e+11,1.824278070473707e+11,-4.463379444004666e+11,-6.025103500263136e+10,-3.075690612931918e+03,1.263501984926454e+04,-8.050818024099410e+04,-2.717642612151801e+04,-1.642369237916779e+35
1.420309747424828e+07,7.580151494355438e+11,1.829012707594853e+11,-4.493545482886517e+11,-6.126941506165162e+10,-3.083683644311725e+03,1.263309385576610e+04,-8.048392419722422e+04,-2.717313510743487e+04,-1.642369237916780e+35
1.424057266547320e+07,7.578994380495076e+11,1.833746622009097e+11,-4.523702495022987e+11,-6.228767203778263e+10,-3.091675496928054e+03,1.263116286090923e+04,-8.046000455889608e+04,-2.716985741994525e+04,-1.642369237916781e+35
1.427804785669813e+07,7.577834271894012e+11,1.838479811842299e+11,-4.553850605179964e+11,-6.330580643755366e+10,-3.099666167720430e+03,1.262922686538082e+04,-8.043641440542805e+04,-2.716659343389673e+04,-1.642369237916780e+35
1.431552304792306e+07,7.576671168995713e+11,1.843212275220576e+11,-4.583989935565099e+11,-6.432381878101801e+10,-3.107655653628735e+03,1.262728586986953e+04,-8.041314700338324e+04,-2.716334349646134e+04,-1.642369237916781e+35
1.435299823914799e+07,7.575505072244788e+11,1.847944010270305e+11,-4.614120605896766e+11,-6.534170960074460e+10,-3.115643951593209e+03,1.262533987506579e+04,-8.039019580024453e+04,-2.716010792865324e+04,-1.642369237916780e+35
1.439047343037292e+07,7.574335982086995e+11,1.852675015118121e+11,-4.644242733470732e+11,-6.635947944086477e+10,-3.123631058554452e+03,1.262338888166185e+04,-8.036755441843369e+04,-2.715688702676238e+04,-1.642369237916780e+35
1.442794862159785e+07,7.573163898969237e+11,1.857405287890919e+11,-4.674356433224634e+11,-6.737712885617139e+10,-3.131616971453420e+03,1.262143289035172e+04,-8.034521664956384e+04,-2.715368106370893e+04,-1.642369237916780e+35
1.446542381282278e+07,7.571988823339567e+11,1.862134826715854e+11,-4.704461817800339e+11,-6.839465841126726e+10,-3.139601687231432e+03,1.261947190183119e+04,-8.032317644891451e+04,-2.715049029032340e+04,-1.642369237916781e+35
1.450289900404771e+07,7.570810755647179e+11,1.866863629720343e+11,-4.734558997604279e+11,-6.941206867976021e+10,-3.147585202830167e+03,1.261750591679786e+04,-8.030142793011977e+04,-2.714731493655639e+04,-1.642369237916780e+35
1.454037419527264e+07,7.569629696342416e+11,1.871591695032064e+11,-4.764648080865830e+11,-7.042936024350221e+10,-3.155567515191665e+03,1.261553493595109e+04,-8.027996536005966e+04,-2.714415521262251e+04,-1.642369237916781e+35
