x_rel,y_rel
-1.9206566985e+12,-6.1765715067e+11
-1.9234001327e+12,-6.1910802263e+11
-1.9261431656e+12,-6.2055874470e+11
-1.9288857979e+12,-6.2200931681e+11
-1.9316280301e+12,-6.2345973893e+11
-1.9343698630e+12,-6.2491001100e+11
-1.9371112972e+12,-6.2636013298e+11
-1.9398523333e+12,-6.2781010482e+11
-1.9425929719e+12,-6.2925992646e+11
-1.9453332138e+12,-6.3070959785e+11
-1.9480730594e+12,-6.3215911895e+11
-1.9508125095e+12,-6.3360848970e+11
-1.9535515647e+12,-6.3505771005e+11
-1.9562902255e+12,-6.3650677994e+11
-1.9590284926e+12,-6.3795569932e+11
-1.9617663666e+12,-6.3940446813e+11
-1.9645038481e+12,-6.4085308631e+11
-1.9672409377e+12,-6.4230155382e+11
-1.9699776360e+12,-6.4374987059e+11
-1.9727139436e+12,-6.4519803656e+11
-1.9754498610e+12,-6.4664605168e+11
-1.9781853889e+12,-6.4809391588e+11
-1.9809205279e+12,-6.4954162911e+11
-1.9836552784e+12,-6.5098919130e+11
-1.9863896412e+12,-6.5243660240e+11
-1.9891236167e+12,-6.5388386233e+11
-1.9918572056e+12,-6.5533097104e+11
-1.9945904083e+12,-6.5677792846e+11
-1.9973232255e+12,-6.5822473454e+11
-2.0000556577e+12,-6.5967138919e+11
-2.0027877055e+12,-6.6111789236e+11
-2.0055193694e+12,-6.6256424399e+11
-2.0082506500e+12,-6.6401044400e+11
-2.0109815478e+12,-6.6545649233e+11
-2.0137120634e+12,-6.6690238891e+11
-2.0164421972e+12,-6.6834813367e+11
-2.0191719499e+12,-6.6979372654e+11
-2.0219013219e+12,-6.7123916746e+11
-2.0246303139e+12,-6.7268445634e+11
-2.0273589262e+12,-6.7412959313e+11
-2.0300871595e+12,-6.7557457775e+11
-2.0328150143e+12,-6.7701941012e+11
-2.0355424910e+12,-6.7846409018e+11
-2.0382695903e+12,-6.7990861784e+11
-2.0409963125e+12,-6.8135299305e+11
-2.0437226583e+12,-6.8279721572e+11
-2.0464486281e+12,-6.8424128577e+11
-2.0491742224e+12,-6.8568520314e+11
-2.0518994417e+12,-6.8712896775e+11
-2.0546242866e+12,-6.8857257951e+11
-2.0573487575e+12,-6.9001603836e+11
-2.0600728548e+12,-6.9145934421e+11
-2.0627965792e+12,-6.9290249699e+11
-2.0655199311e+12,-6.9434549662e+11
-2.0682429110e+12,-6.9578834301e+11
-2.0709655193e+12,-6.9723103610e+11
-2.0736877566e+12,-6.9867357579e+11
-2.0764096232e+12,-7.0011596201e+11
-2.0791311198e+12,-7.0155819468e+11
-2.0818522467e+12,-7.0300027371e+11
-2.0845730044e+12,-7.0444219903e+11
-2.0872933935e+12,-7.0588397055e+11
-2.0900134142e+12,-7.0732558818e+11
-2.0927330673e+12,-7.0876705185e+11
-2.0954523530e+12,-7.1020836147e+11
-2.0981712718e+12,-7.1164951695e+11
-2.1008898242e+12,-7.1309051821e+11
-2.1036080107e+12,-7.1453136517e+11
-2.1063258317e+12,-7.1597205773e+11
-2.1090432876e+12,-7.1741259582e+11
-2.1117603789e+12,-7.1885297934e+11
-2.1144771061e+12,-7.2029320820e+11
-2.1171934695e+12,-7.2173328233e+11
-2.1199094696e+12,-7.2317320163e+11
-2.1226251069e+12,-7.2461296601e+11
-2.1253403818e+12,-7.2605257539e+11
-2.1280552947e+12,-7.2749202967e+11
-2.1307698461e+12,-7.2893132876e+11
-2.1334840363e+12,-7.3037047258e+11
-2.1361978659e+12,-7.3180946103e+11
-2.1389113351e+12,-7.3324829402e+11
-2.1416244446e+12,-7.3468697146e+11
-2.1443371946e+12,-7.3612549326e+11
-2.1470495856e+12,-7.3756385933e+11
-2.1497616180e+12,-7.3900206956e+11
-2.1524732922e+12,-7.4044012388e+11
-2.1551846087e+12,-7.4187802219e+11
-2.1578955678e+12,-7.4331576438e+11
-2.1606061700e+12,-7.4475335037e+11
-2.1633164156e+12,-7.4619078007e+11
-2.1660263051e+12,-7.4762805337e+11
-2.1687358389e+12,-7.4906517019e+11
-2.1714450173e+12,-7.5050213042e+11
-2.1741538408e+12,-7.5193893397e+11
-2.1768623098e+12,-7.5337558074e+11
-2.1795704247e+12,-7.5481207064e+11
-2.1822781858e+12,-7.5624840356e+11
-2.1849855935e+12,-7.5768457942e+11
-2.1876926483e+12,-7.5912059811e+11
-2.1903993505e+12,-7.6055645953e+11
-2.1931057005e+12,-7.6199216359e+11
-2.1958116988e+12,-7.6342771019e+11
-2.1985173456e+12,-7.6486309922e+11
-2.2012226414e+12,-7.6629833058e+11
-2.2039275865e+12,-7.6773340418e+11
-2.2066321813e+12,-7.6916831992e+11
-2.2093364263e+12,-7.7060307769e+11
-2.2120403217e+12,-7.7203767740e+11
-2.2147438680e+12,-7.7347211894e+11
-2.2174470655e+12,-7.7490640220e+11
-2.2201499145e+12,-7.7634052710e+11
-2.2228524156e+12,-7.7777449352e+11
-2.2255545689e+12,-7.7920830136e+11
-2.2282563750e+12,-7.8064195052e+11
-2.2309578341e+12,-7.8207544089e+11
-2.2336589466e+12,-7.8350877238e+11
-2.2363597130e+12,-7.8494194487e+11
-2.2390601334e+12,-7.8637495827e+11
-2.2417602083e+12,-7.8780781246e+11
-2.2444599381e+12,-7.8924050735e+11
-2.2471593232e+12,-7.9067304283e+11
-2.2498583637e+12,-7.9210541878e+11
-2.2525570602e+12,-7.9353763512e+11
-2.2552554130e+12,-7.9496969172e+11
-2.2579534223e+12,-7.9640158849e+11
-2.2606510886e+12,-7.9783332531e+11
-2.2633484123e+12,-7.9926490208e+11
-2.2660453936e+12,-8.0069631869e+11
-2.2687420329e+12,-8.0212757504e+11
-2.2714383305e+12,-8.0355867102e+11
-2.2741342868e+12,-8.0498960651e+11
-2.2768299021e+12,-8.0642038141e+11
-2.2795251768e+12,-8.0785099561e+11
-2.2822201112e+12,-8.0928144901e+11
-2.2849147056e+12,-8.1071174148e+11
-2.2876089604e+12,-8.1214187293e+11
-2.2903028759e+12,-8.1357184324e+11
-2.2929964524e+12,-8.1500165231e+11
-2.2956896902e+12,-8.1643130002e+11
-2.2983825898e+12,-8.1786078625e+11
-2.3010751514e+12,-8.1929011091e+11
-2.3037673753e+12,-8.2071927388e+11
-2.3064592619e+12,-8.2214827505e+11
-2.3091508115e+12,-8.2357711431e+11
-2.3118420244e+12,-8.2500579154e+11
-2.3145329010e+12,-8.2643430663e+11
-2.3172234415e+12,-8.2786265947e+11
-2.3199136463e+12,-8.2929084995e+11
-2.3226035157e+12,-8.3071887796e+11
-2.3252930501e+12,-8.3214674337e+11
-2.3279822496e+12,-8.3357444609e+11
-2.3306711148e+12,-8.3500198599e+11
-2.3333596457e+12,-8.3642936296e+11
-2.3360478429e+12,-8.3785657689e+11
-2.3387357065e+12,-8.3928362766e+11
-2.3414232370e+12,-8.4071051516e+11
-2.3441104345e+12,-8.4213723927e+11
-2.3467972995e+12,-8.4356379988e+11
-2.3494838322e+12,-8.4499019688e+11
-2.3521700329e+12,-8.4641643014e+11
-2.3548559020e+12,-8.4784249956e+11
-2.3575414397e+12,-8.4926840501e+11
-2.3602266464e+12,-8.5069414639e+11
-2.3629115223e+12,-8.5211972356e+11
-2.3655960677e+12,-8.5354513643e+11
-2.3682802830e+12,-8.5497038487e+11
-2.3709641685e+12,-8.5639546876e+11
-2.3736477243e+12,-8.5782038799e+11
-2.3763309510e+12,-8.5924514244e+11
-2.3790138486e+12,-8.6066973200e+11
-2.3816964176e+12,-8.6209415654e+11
-2.3843786583e+12,-8.6351841595e+11
-2.3870605708e+12,-8.6494251010e+11
-2.3897421556e+12,-8.6636643889e+11
-2.3924234129e+12,-8.6779020219e+11
-2.3951043429e+12,-8.6921379989e+11
-2.3977849461e+12,-8.7063723186e+11
-2.4004652226e+12,-8.7206049798e+11
-2.4031451728e+12,-8.7348359815e+11
-2.4058247969e+12,-8.7490653223e+11
-2.4085040953e+12,-8.7632930011e+11
-2.4111830681e+12,-8.7775190167e+11
-2.4138617158e+12,-8.7917433678e+11
-2.4165400386e+12,-8.8059660534e+11
-2.4192180367e+12,-8.8201870721e+11
-2.4218957105e+12,-8.8344064228e+11
-2.4245730602e+12,-8.8486241043e+11
-2.4272500861e+12,-8.8628401154e+11
-2.4299267886e+12,-8.8770544548e+11
-2.4326031677e+12,-8.8912671213e+11
-2.4352792239e+12,-8.9054781138e+11
-2.4379549575e+12,-8.9196874310e+11
-2.4406303686e+12,-8.9338950717e+11
-2.4433054576e+12,-8.9481010346e+11
-2.4459802247e+12,-8.9623053187e+11
-2.4486546703e+12,-8.9765079225e+11
-2.4513287945e+12,-8.9907088450e+11
-2.4540025977e+12,-9.0049080849e+11
-2.4566760802e+12,-9.0191056409e+11
-2.4593492421e+12,-9.0333015119e+11
-2.4620220838e+12,-9.0474956966e+11
-2.4646946056e+12,-9.0616881938e+11
-2.4673668076e+12,-9.0758790022e+11
-2.4700386902e+12,-9.0900681206e+11
-2.4727102537e+12,-9.1042555478e+11
-2.4753814982e+12,-9.1184412826e+11
-2.4780524241e+12,-9.1326253236e+11
-2.4807230317e+12,-9.1468076697e+11
-2.4833933211e+12,-9.1609883196e+11
-2.4860632927e+12,-9.1751672721e+11
-2.4887329468e+12,-9.1893445260e+11
-2.4914022835e+12,-9.2035200799e+11
-2.4940713031e+12,-9.2176939327e+11
-2.4967400059e+12,-9.2318660830e+11
-2.4994083922e+12,-9.2460365297e+11
-2.5020764623e+12,-9.2602052715e+11
-2.5047442162e+12,-9.2743723072e+11
-2.5074116545e+12,-9.2885376354e+11
-2.5100787771e+12,-9.3027012550e+11
-2.5127455846e+12,-9.3168631646e+11
-2.5154120770e+12,-9.3310233631e+11
-2.5180782547e+12,-9.3451818491e+11
-2.5207441179e+12,-9.3593386214e+11
-2.5234096668e+12,-9.3734936788e+11
-2.5260749018e+12,-9.3876470199e+11
-2.5287398230e+12,-9.4017986435e+11
-2.5314044307e+12,-9.4159485484e+11
-2.5340687252e+12,-9.4300967333e+11
-2.5367327067e+12,-9.4442431969e+11
-2.5393963754e+12,-9.4583879379e+11
-2.5420597317e+12,-9.4725309551e+11
-2.5447227757e+12,-9.4866722472e+11
-2.5473855077e+12,-9.5008118130e+11
-2.5500479280e+12,-9.5149496510e+11
-2.5527100367e+12,-9.5290857602e+11
-2.5553718342e+12,-9.5432201392e+11
-2.5580333207e+12,-9.5573527867e+11
-2.5606944964e+12,-9.5714837015e+11
-2.5633553616e+12,-9.5856128822e+11
-2.5660159164e+12,-9.5997403277e+11
-2.5686761613e+12,-9.6138660365e+11
-2.5713360963e+12,-9.6279900075e+11
-2.5739957218e+12,-9.6421122393e+11
-2.5766550380e+12,-9.6562327307e+11
-2.5793140450e+12,-9.6703514803e+11
-2.5819727433e+12,-9.6844684870e+11
-2.5846311329e+12,-9.6985837493e+11
-2.5872892142e+12,-9.7126972661e+11
-2.5899469873e+12,-9.7268090360e+11
-2.5926044526e+12,-9.7409190577e+11
-2.5952616102e+12,-9.7550273299e+11
-2.5979184604e+12,-9.7691338514e+11
-2.6005750034e+12,-9.7832386209e+11
-2.6032312395e+12,-9.7973416370e+11
-2.6058871689e+12,-9.8114428985e+11
-2.6085427917e+12,-9.8255424041e+11
-2.6111981084e+12,-9.8396401524e+11
-2.6138531190e+12,-9.8537361422e+11
-2.6165078239e+12,-9.8678303722e+11
-2.6191622232e+12,-9.8819228410e+11
-2.6218163172e+12,-9.8960135474e+11
-2.6244701061e+12,-9.9101024901e+11
-2.6271235902e+12,-9.9241896678e+11
-2.6297767697e+12,-9.9382750791e+11
-2.6324296447e+12,-9.9523587228e+11
-2.6350822156e+12,-9.9664405975e+11
-2.6377344826e+12,-9.9805207020e+11
-2.6403864459e+12,-9.9945990350e+11
-2.6430381056e+12,-1.0008675595e+12
-2.6456894622e+12,-1.0022750381e+12
-2.6483405157e+12,-1.0036823391e+12
-2.6509912664e+12,-1.0050894625e+12
-2.6536417146e+12,-1.0064964080e+12
-2.6562918604e+12,-1.0079031757e+12
-2.6589417041e+12,-1.0093097652e+12
-2.6615912458e+12,-1.0107161765e+12
-2.6642404860e+12,-1.0121224095e+12
-2.6668894246e+12,-1.0135284640e+12
-2.6695380621e+12,-1.0149343400e+12
-2.6721863985e+12,-1.0163400372e+12
-2.6748344342e+12,-1.0177455555e+12
-2.6774821693e+12,-1.0191508949e+12
-2.6801296041e+12,-1.0205560551e+12
-2.6827767388e+12,-1.0219610360e+12
-2.6854235735e+12,-1.0233658376e+12
-2.6880701086e+12,-1.0247704596e+12
-2.6907163443e+12,-1.0261749020e+12
-2.6933622807e+12,-1.0275791647e+12
-2.6960079181e+12,-1.0289832473e+12
-2.6986532567e+12,-1.0303871500e+12
-2.7012982967e+12,-1.0317908724e+12
-2.7039430384e+12,-1.0331944146e+12
-2.7065874819e+12,-1.0345977763e+12
-2.7092316275e+12,-1.0360009574e+12
-2.7118754754e+12,-1.0374039578e+12
-2.7145190258e+12,-1.0388067773e+12
-2.7171622789e+12,-1.0402094159e+12
-2.7198052350e+12,-1.0416118734e+12
-2.7224478942e+12,-1.0430141496e+12
-2.7250902568e+12,-1.0444162444e+12
-2.7277323230e+12,-1.0458181577e+12
-2.7303740929e+12,-1.0472198894e+12
-2.7330155669e+12,-1.0486214393e+12
-2.7356567451e+12,-1.0500228073e+12
-2.7382976277e+12,-1.0514239933e+12
-2.7409382150e+12,-1.0528249971e+12
-2.7435785072e+12,-1.0542258185e+12
-2.7462185044e+12,-1.0556264576e+12
-2.7488582069e+12,-1.0570269140e+12
-2.7514976150e+12,-1.0584271878e+12
-2.7541367287e+12,-1.0598272786e+12
-2.7567755483e+12,-1.0612271866e+12
-2.7594140741e+12,-1.0626269114e+12
-2.7620523062e+12,-1.0640264529e+12
-2.7646902449e+12,-1.0654258111e+12
-2.7673278903e+12,-1.0668249858e+12
-2.7699652427e+12,-1.0682239768e+12
-2.7726023022e+12,-1.0696227841e+12
-2.7752390692e+12,-1.0710214074e+12
-2.7778755437e+12,-1.0724198467e+12
-2.7805117260e+12,-1.0738181018e+12
-2.7831476163e+12,-1.0752161726e+12
-2.7857832149e+12,-1.0766140589e+12
-2.7884185219e+12,-1.0780117606e+12
-2.7910535374e+12,-1.0794092777e+12
-2.7936882619e+12,-1.0808066098e+12
-2.7963226953e+12,-1.0822037570e+12
-2.7989568380e+12,-1.0836007191e+12
-2.8015906902e+12,-1.0849974959e+12
-2.8042242520e+12,-1.0863940873e+12
-2.8068575236e+12,-1.0877904932e+12
-2.8094905054e+12,-1.0891867135e+12
-2.8121231973e+12,-1.0905827479e+12
-2.8147555998e+12,-1.0919785964e+12
-2.8173877129e+12,-1.0933742589e+12
-2.8200195369e+12,-1.0947697351e+12
-2.8226510720e+12,-1.0961650251e+12
-2.8252823183e+12,-1.0975601285e+12
-2.8279132762e+12,-1.0989550454e+12
-2.8305439457e+12,-1.1003497755e+12
-2.8331743271e+12,-1.1017443187e+12
-2.8358044206e+12,-1.1031386750e+12
-2.8384342263e+12,-1.1045328441e+12
-2.8410637446e+12,-1.1059268259e+12
-2.8436929755e+12,-1.1073206203e+12
-2.8463219194e+12,-1.1087142272e+12
-2.8489505763e+12,-1.1101076463e+12
-2.8515789465e+12,-1.1115008777e+12
-2.8542070302e+12,-1.1128939211e+12
-2.8568348276e+12,-1.1142867764e+12
-2.8594623389e+12,-1.1156794436e+12
-2.8620895642e+12,-1.1170719223e+12
-2.8647165039e+12,-1.1184642126e+12
-2.8673431580e+12,-1.1198563142e+12
-2.8699695268e+12,-1.1212482271e+12
-2.8725956105e+12,-1.1226399510e+12
-2.8752214092e+12,-1.1240314860e+12
-2.8778469232e+12,-1.1254228317e+12
-2.8804721527e+12,-1.1268139882e+12
-2.8830970979e+12,-1.1282049552e+12
-2.8857217589e+12,-1.1295957327e+12
-2.8883461359e+12,-1.1309863204e+12
-2.8909702293e+12,-1.1323767183e+12
-2.8935940390e+12,-1.1337669263e+12
-2.8962175654e+12,-1.1351569441e+12
-2.8988408087e+12,-1.1365467716e+12
-2.9014637690e+12,-1.1379364088e+12
-2.9040864465e+12,-1.1393258554e+12
-2.9067088414e+12,-1.1407151114e+12
